a	b	c	d	e	f
data\source\maps_source\石头\wj_石头007_010_hd.mesh	1024_昼夜循环	32978.859375,338.393310546875,42562.20703125	0	{7ac2fdbd-cacf-48b1-b805-66cb4de3ad4e}	world_object
data\source\maps_source\小物件\生活品\wj_小木台001_hd.mesh	1024_昼夜循环	24929.734375,788.275146484375,46866.07421875	0	{7bcf491a-9747-49c2-857d-fa0fb652c9ed}	world_object
data\source\maps_source\小物件\灯\wj_火堆001_001_hd.mesh	1024_昼夜循环	35963.765625,1441.5513916015625,9384.849609375	0	{7be02ce2-427a-4395-b787-bc7e4733efed}	world_object
data\source\maps_source\石头\st_野外石头002_004_hd.mesh	1024_昼夜循环	6755.06640625,1156.752685546875,50074.71875	0	{8017abca-c30e-4f44-8924-556660a026a7}	world_object
data\source\maps_source\小物件\木箱\wj_dxc木箱001_005_hd.mesh	1024_昼夜循环	32303.578125,161.37158203125,38597.26953125	0	{81342679-343a-4ec9-8f6b-34c2dabfc745}	world_object
data\source\maps_source\建筑室内\jz_再来镇001_010sn_hd.mesh	1024_昼夜循环	20033.703125,22.496673583984375,46924.19921875	0	{835f3bcf-2a52-45e0-a734-65a6e1518dbe}	world_object
data\source\maps_source\城市\再来镇\jz_再来镇002_014_hd.mesh	1024_昼夜循环	19767.8125,610.099853515625,41568.3359375	0	{85ef8879-7228-4a21-8296-19466b860436}	world_object
data\source\maps_source\建筑配套\pj_xn民居004_01_hd.mesh	1024_昼夜循环	36128.8671875,1357.1767578125,10982.7880859375	0	{8ab6060b-47e1-402b-95ed-c8a68d85fdbf}	world_object
data\source\maps_source\石头\st_泉水石012_hd.mesh	1024_昼夜循环	-28279.110653670192,9147.595004054194,-23198.546494701302	0	{8b1b65a3-cbf5-43ff-9054-000203887df0}	group_object
data\source\maps_source\建筑室内\jz_再来镇001_006sn_hd.mesh	1024_昼夜循环	15511.453125,157.75341796875,38844.8515625	0	{8b5f4ccf-4d41-48a7-bc78-68c0e62df899}	world_object
data\source\maps_source\小物件\木箱\wj_dxc木箱001_008_hd.mesh	1024_昼夜循环	34237.5703125,118.162353515625,39864.16796875	0	{8bacb69a-ad41-40e6-949b-b1302e68850f}	world_object
data\source\maps_source\城市\杨洲\wj_小木凳001_hd.mesh	1024_昼夜循环	18032.7109375,169.31787109375,42608.49609375	0	{8e8da42a-675d-4eb0-a52b-0444facbbc2c}	world_object
data\source\maps_source\城市\再来镇\jz_再来镇002_001_hd.mesh	1024_昼夜循环	25927.0703125,72.026123046875,50845.91796875	0	{910e57ea-3b08-42af-9c56-57adcd8c8036}	world_object
data\source\maps_source\石头\wj_石头006_004_hd.mesh	1024_昼夜循环	39575.09375,203.1513671875,50581.13671875	0	{942b8ba7-5af9-464c-80a4-3710324e22f9}	world_object
data\source\maps_source\石头\st_少林石头001_005_hd.mesh	1024_昼夜循环	22771.1953125,76.6153564453125,48349.26953125	0	{942e171f-1d57-49c0-aa60-0b7d2896d80c}	world_object
data\source\maps_source\建筑室内\jz_再来镇001_003sw_hd.mesh	1024_昼夜循环	19998.203125,70.39990234375,48831.6015625	0	{94df4681-9576-4abc-847c-bc6e59b94eca}	world_object
data\source\maps_source\石头\st_少林大山石001_003_hd.mesh	1024_昼夜循环	8395.62109375,-694.7255859375,36786.60546875	0	{9d622d57-d39e-4647-9416-c0448e4acabf}	world_object
data\source\maps_source\门派\少林\pj_sl破月台基座001_006_hd.mesh	1024_昼夜循环	33536.6171875,163.73193359375,42172.9296875	0	{a2caf7ea-4660-4bdf-831d-c1eb448c4b81}	world_object
data\source\maps_source\建筑\jz_土匪帐篷003_hd.mesh	1024_昼夜循环	47308.46875,-3.2257080078125,30360.892578125	0	{a40644c3-8ada-4c7b-950f-e6a11939ae98}	world_object
data\source\maps_source\小物件\生活品\wj_dcy杂物002_003_hd.mesh	1024_昼夜循环	20756.9609375,76.4150390625,48190.36328125	0	{a49621f0-40b7-4cbb-b68a-181e2757cab2}	world_object
data\source\maps_source\建筑\jz_土匪围栏001_003_hd.mesh	1024_昼夜循环	35813.9375,1408.711181640625,10227.126953125	0	{a5251e7f-e386-4279-b7bc-4fe14aa5b848}	world_object
data\source\maps_source\小物件\室内\xwj_ca桌子001_001_hd.mesh	1024_昼夜循环	18458.4296875,246.957275390625,34110.13671875	0	{a7dc8324-670f-41b9-8280-acc73c10be08}	world_object
data\source\maps_source\小物件\生活品\wj_玉米架001_hd.mesh	1024_昼夜循环	19523.0390625,872.2492065429688,46840.3671875	0	{aa013f7d-39d4-4536-8cb0-a15f0900e558}	world_object
data\source\maps_source\小物件\生活品\wj_晒鱼架001_003_hd.mesh	1024_昼夜循环	12247.30859375,171.957275390625,40129.78125	0	{b15c50b9-8a47-426f-8519-e73b9be62aa0}	world_object
data\source\maps_source\小物件\坛罐\wj_破罐001_002_hd.mesh	1024_昼夜循环	29526.0078125,192.256591796875,41586.84765625	0	{b18e10ce-4af7-4fd6-af03-af63fb1c4c1b}	world_object
data\source\maps_source\小物件\坛罐\wj_通用坛罐001_001_hd.mesh	1024_昼夜循环	34913.359375,136.83154296875,43219.1953125	0	{b1ac491d-db11-4459-8bda-27feae7867ca}	world_object
data\source\maps_source\小物件\工地物件\wj_ty脚手架001_006_hd.mesh	1024_昼夜循环	16458.9296875,305.75091552734375,43469.36328125	0	{b2f10d98-5da1-4e25-9b4c-f437aa0b206c}	world_object
data\source\maps_source\建筑\jz_破旧军营哨塔001_hd.mesh	1024_昼夜循环	7176.8359375,3045.813720703125,13281.3125	0	{b38668ce-8e22-43ff-a514-a1394bd9a361}	world_object
data\source\maps_source\小物件\井\wj_mvp井001_hd.mesh	1024_昼夜循环	26793.5546875,179.06298828125,42614.0859375	0	{b450b30e-4a27-4ac0-832a-9b2f3e8b0c0d}	world_object
data\source\maps_source\小物件\生活品\wj_破草席001_001_hd.mesh	1024_昼夜循环	12332.59375,184.793212890625,40582.265625	0	{b7052691-6123-42d0-bb57-ebd14ce26d1b}	world_object
data\source\maps_source\门派\明教\wj_mj货摊001_003_hd.mesh	1024_昼夜循环	32082.34375,159.14599609375,38864.62109375	0	{b8248c89-e24f-40d2-ab46-92d8668d20a0}	world_object
data\source\maps_source\小物件\货摊\wj_食摊001_hd.mesh	1024_昼夜循环	24311.90625,77.001953125,49078.04296875	0	{b84dab60-4db4-43ca-919c-6586f07b3726}	world_object
data\source\maps_source\建筑配套\pj_xn民居002_02_hd.mesh	1024_昼夜循环	50235.15625,88.64864349365234,19565.453125	0	{ba90ea10-09ac-4e33-9976-9e3a11cdc777}	world_object
data\source\maps_source\小物件\室内\xwj_ca柜子001_007_hd.mesh	1024_昼夜循环	25839.7734375,790.524169921875,46113.65625	0	{c4e4f517-c610-4178-9071-4acb8c95d3bd}	world_object
data\source\maps_source\建筑配套\pj_破房001_007_hd.mesh	1024_昼夜循环	48107.6875,373.23583984375,16974.236328125	0	{c5d20407-ad79-4f10-ba71-18fca6fa4bd2}	world_object
data\source\maps_source\建筑\jz_破旧军营关卡001_005_hd.mesh	1024_昼夜循环	8891.29296875,2818.3955078125,9082.9208984375	0	{c7349fb4-2ffe-4802-bb65-34634a546087}	world_object
data\source\maps_source\城市\杨洲\wj_小货台001_hd.mesh	1024_昼夜循环	22713.980417777566,76.125244140625,49294.32447680212	0	{d14a3e7e-f845-40f3-ab35-acead5471ca2}	group_object
data\source\maps_source\城市\杨洲\yz_扬州摆摊001_004_hd.mesh	1024_昼夜循环	49225.1955198498,61.6669921875,-21550.92944738042	0	{d14a3e7e-f845-40f3-ab35-acead5471ca2}	group_object
data\source\maps_source\城市\杨洲\wj_扬州摊子001_004_hd.mesh	1024_昼夜循环	47931.516261036886,76.114986298453,-24880.276373137778	0	{d14a3e7e-f845-40f3-ab35-acead5471ca2}	group_object
data\source\maps_source\城市\杨洲\yz_扬州摆摊001_006_hd.mesh	1024_昼夜循环	44160.21915926365,61.224365234375,-31253.55960743595	0	{d14a3e7e-f845-40f3-ab35-acead5471ca2}	group_object
data\source\maps_source\城市\杨洲\yz_扬州摆摊001_002_hd.mesh	1024_昼夜循环	22470.394480277566,56.44384765625,48873.73072680212	0	{d14a3e7e-f845-40f3-ab35-acead5471ca2}	group_object
data\source\maps_source\建筑室内\jz_再来镇001_002sn_hd.mesh	1024_昼夜循环	26460.765625,747.703857421875,46073.96484375	0	{d1b8a947-456b-42cb-836b-154883649147}	world_object
data\source\maps_source\小物件\货摊\wj_药摊004_hd.mesh	1024_昼夜循环	21186.5078125,89.16535949707031,47685.25	0	{d8266e42-2433-40ba-ac6e-9454debebe0d}	world_object
data\source\maps_source\小物件\货摊\wj_杂货架_01_hd.mesh	1024_昼夜循环	43088.759105309815,203.1384151160164,-25044.046531563246	0	{da96dd2e-7497-4d9b-94f7-c4b37670eff1}	group_object
data\source\maps_source\建筑室内\jz_再来镇001_004sw_hd.mesh	1024_昼夜循环	25101.359375,179.700927734375,42483.26953125	0	{da96dd2e-7497-4d9b-94f7-c4b37670eff1}	group_object
data\source\maps_source\建筑室内\jz_再来镇001_004sn_hd.mesh	1024_昼夜循环	25101.359375,179.700927734375,42483.26953125	0	{da96dd2e-7497-4d9b-94f7-c4b37670eff1}	group_object
data\source\maps_source\小物件\农具\wj_马槽001_002_hd.mesh	1024_昼夜循环	23858.2734375,232.75634765625,34008.18359375	0	{dc7389e0-f883-49ad-ac48-9729898baecb}	world_object
data\source\maps_source\建筑配套\pj_破村围墙001_001_hd.mesh	1024_昼夜循环	49596.4609375,-7.093898773193359,19116.025390625	0	{e6c7a674-7b94-4181-85a1-99416e2f084b}	world_object
data\source\maps_source\建筑配套\pj_帐篷002_01_hd.mesh	1024_昼夜循环	47182.7578125,871.8809814453125,10611.23828125	0	{ed4e277d-f550-4e12-a509-39468cbcfd17}	world_object
data\source\maps_source\小物件\室内\wj_sn茅草房001_011_hd.mesh	1024_昼夜循环	16097.421875,199.41748046875,39149.48046875	0	{f09287b1-9fa8-4fab-980a-908c0105b813}	world_object
data\source\maps_source\建筑室内\jz_再来镇001_003sn_hd.mesh	1024_昼夜循环	19998.203125,70.39990234375,48831.6015625	0	{f9697e44-2a93-4d21-94a9-0567fb9697fc}	world_object
data\source\maps_source\小物件\桌凳\xwj_石桌005_hd.mesh	1024_昼夜循环	34409.9921875,255.001708984375,49216.421875	0	{f974ebd3-e55f-45e7-a139-f4ddfa82c263}	world_object
data\source\maps_source\小物件\生活品\wj_xn茶具组件001_005_hd.mesh	1024_昼夜循环	27169.328125,158.817138671875,38250.26953125	0	{fc1d6955-c9be-4d2f-a132-4ef38305bd1c}	world_object
data\source\maps_source\小物件\货摊\wj_扬州摊子001_001_hd.mesh	1024_昼夜循环	21138.75,75.179931640625,46720.24609375	0	{fc62cf47-4692-4601-b4d8-b02475cd8be5}	world_object
data\source\maps_source\城市\再来镇\jz_再来镇002_003_hd.mesh	1024_昼夜循环	28209.046875,90.784423828125,38906.1796875	0	{ffdc4a2c-d520-40cd-911d-94f9775a6b48}	world_object
data\source\maps_source\城市\杨洲\yz_翁城墙001_007_hd.mesh	1024_昼夜循环	40932.34375,-274.6234130859375,98135.515625	0	{0005d31b-7bae-4572-ad0a-acf6d98b6877}	world_object
data\source\maps_source\城市\杨洲\pj_yz高级道路包边001_001_hd.mesh	1024_昼夜循环	47651.4296875,922.2999877929688,101018.5859375	0	{01da8455-2f66-4653-a7d6-98cc1325b2e3}	world_object
data\source\maps_source\城市\杨洲\pj_yz围堤001_004_hd.mesh	1024_昼夜循环	50411.7421875,134.42962646484375,99976.90625	0	{024ee234-eacf-49b3-9d76-bd3ea86f21fc}	world_object
data\source\maps_source\城市\杨洲\wj_栏杆001_hd.mesh	1024_昼夜循环	46305.0,654.6204833984375,93691.28125	0	{0311ea81-cfc6-4476-9041-c7ab70e5cd8b}	world_object
data\source\maps_source\小物件\灯\xwj_扬州路灯002_002a_hd.mesh	1024_昼夜循环	-42733.94854634628,515.1991577148438,-100195.3037856333	0	{051abb8a-f7f6-404f-9d29-569911caea47}	group_object
data\source\maps_source\建筑配套\pj_qdh道观围堤001_006_hd.mesh	1024_昼夜循环	49504.4375,-806.4683837890625,99656.3828125	0	{07b6b05a-a86e-4f2f-b7da-5d5f7c8f94a7}	world_object
data\source\maps_source\石头\wj_石头007_011_hd.mesh	1024_昼夜循环	32874.234375,343.5317687988281,65439.640625	0	{07ce20c8-61ee-48f6-b61c-e8796004fbc6}	world_object
data\source\maps_source\小物件\草垛\wj_dxc草垛001_001_hd.mesh	1024_昼夜循环	26641.640625,96.05419921875,53295.5703125	0	{08c9d101-5063-4e8e-8cd4-e08f2e60e22c}	world_object
data\source\maps_source\小物件\石碑\wj_石碑008_hd.mesh	1024_昼夜循环	12156.671875,-1089.7423095703125,94997.1484375	0	{08d5b366-4f63-48a8-8494-28aefdc7498d}	world_object
data\source\maps_source\小物件\生活品\wj_木头架子_016_001_hd.mesh	1024_昼夜循环	9845.765625,-1134.243896484375,94402.875	0	{0b93c316-8a62-4313-8a31-e9f54946ca38}	world_object
data\source\maps_source\建筑\jz_ty普通民居001_002_hd.mesh	1024_昼夜循环	9873.109375,-1220.585205078125,92425.9765625	0	{0c6ec14e-a084-4f18-9fe6-c9e5a03f63f6}	world_object
data\source\maps_source\建筑配套\pj_驿站马厩001_hd.mesh	1024_昼夜循环	46258.109375,935.049560546875,72457.75	0	{0e805fc8-77d1-453e-b329-4e44451ea664}	world_object
data\source\maps_source\石头\st_泉水石010_hd.mesh	1024_昼夜循环	39403.8359375,-203.688720703125,62214.49609375	0	{10401f63-e4a4-4aaa-8af0-d482b6fc8689}	world_object
data\source\maps_source\城市\杨洲\pj_yz高级道路包边001_003_hd.mesh	1024_昼夜循环	47167.96875,506.6370544433594,102161.8046875	0	{1097fc24-c0a8-42d0-87ec-9b68ac1eec96}	world_object
data\source\maps_source\小物件\生活品\wj_蚕板_001_001_hd.mesh	1024_昼夜循环	8931.05078125,-1131.650634765625,91036.890625	0	{11e0312f-b7e5-43de-ad46-e81b36161fb6}	world_object
data\source\maps_source\建筑配套\pj_dxc石梯001_004_hd.mesh	1024_昼夜循环	28567.8125,254.77435302734375,91907.453125	0	{12527a1c-8ec3-4220-85fa-bf9fcf24f169}	world_object
data\source\maps_source\城市\杨洲\pj_yz高级道路地砖002_003_hd.mesh	1024_昼夜循环	48716.65625,925.9948120117188,101590.0234375	0	{142f7638-d1f9-4636-a472-50a05e0dbe09}	world_object
data\source\maps_source\桥\q_拱桥001_hd.mesh	1024_昼夜循环	44963.125,-596.6702270507812,61731.84375	0	{1512b7e1-056d-4d70-ba8f-3306f22c6aa9}	world_object
data\source\maps_source\小物件\生活品\wj_茶杯001_001_hd.mesh	1024_昼夜循环	7184.3788018630585,168.78518676757812,56178.58527943608	0	{16b5415c-b6c0-4623-81e2-b3aaaf7b1d08}	group_object
data\source\maps_source\城市\杨洲\pj_yz高级道路包边002_002_hd.mesh	1024_昼夜循环	42950.296875,513.0,100544.8984375	0	{18550a77-58c4-42fd-88c1-367d2506422a}	world_object
data\source\maps_source\水上物件\wj_jt竹筏001_001a_hd.mesh	1024_昼夜循环	39628.8359375,-13.533203125,68039.3671875	0	{185ae1f0-071c-4948-87d7-a3a5cc9ec434}	world_object
data\source\maps_source\小物件\木箱\wj_破木箱003_001_hd.mesh	1024_昼夜循环	10027.16015625,-1141.253662109375,90366.515625	0	{1aeb70f1-de1a-41d9-afe0-d3f95b756e7a}	world_object
data\source\maps_source\城市\杨洲\yz_jz城墙004_hd.mesh	1024_昼夜循环	49533.0,-844.1085815429688,95683.8203125	0	{1c9a4d1c-5da0-4529-b4ae-b10ba9283737}	world_object
data\source\maps_source\桥\q_石头桥004_002_hd.mesh	1024_昼夜循环	46153.0546875,-121.86962890625,58553.33203125	0	{1e4d607c-647f-41ef-bca4-e73170fc2f08}	world_object
data\source\maps_source\城市\再来镇\jz_再来镇002_007_hd.mesh	1024_昼夜循环	32332.1171875,452.28265380859375,87111.6171875	0	{20b7a899-c22f-4d33-a922-cd2b0ba0ef75}	world_object
data\source\maps_source\城市\杨洲\yz_扬州灯塔001_hd.mesh	1024_昼夜循环	20268.3359375,244.63400268554688,102385.0	0	{2ac15317-1c3e-485e-bc7f-0ee9012a3784}	world_object
data\source\maps_source\城市\杨洲\pj_yz高级道路包边001_010_hd.mesh	1024_昼夜循环	48289.03125,922.2733154296875,101864.6171875	0	{30e80538-e1e8-4d35-9147-5607425af680}	world_object
data\source\maps_source\城市\杨洲\yz_中心亭子001_hd.mesh	1024_昼夜循环	32815.953125,495.2257080078125,99663.8203125	0	{314cc0ba-351a-431b-a059-f16ffc35ceca}	world_object
data\source\maps_source\建筑\jz_石牌坊002_hd.mesh	1024_昼夜循环	22235.7109375,119.60791015625,55153.50390625	0	{321ebdc0-f4f1-4dfc-9b6b-0a0c4fb6c5e0}	world_object
data\source\maps_source\建筑\jz_ty普通民居001_001_hd.mesh	1024_昼夜循环	10277.55078125,-1160.28125,89471.8984375	0	{34200623-55db-449a-8036-35ad6e168774}	world_object
data\source\maps_source\建筑配套\pj_qdh道观围堤001_003_hd.mesh	1024_昼夜循环	47098.671875,-841.3076171875,99747.046875	0	{3522b7ca-7279-4a6f-80b5-b6819356c1e7}	world_object
data\source\maps_source\城市\杨洲\pj_yz围堤001_010_hd.mesh	1024_昼夜循环	47577.5859375,134.3924102783203,100227.3671875	0	{365b1e7f-bdac-4a06-a035-8e76a682c357}	world_object
data\source\maps_source\树\s_倒地枯树干050d1_hd.mesh	1024_昼夜循环	47402.8359375,-282.1455078125,55525.61328125	0	{3768b13c-fb0c-40e9-9520-ae73d7b42a16}	world_object
data\source\maps_source\城市\杨洲\yz_翁城墙001_004_hd.mesh	1024_昼夜循环	53042.890625,-285.031005859375,85024.5234375	0	{3e002ec9-daa2-4f7e-93ba-877cd8a2f269}	group_object
data\source\maps_source\城市\杨洲\yz_翁城墙001_003_hd.mesh	1024_昼夜循环	46406.2265625,-285.0,86476.8984375	0	{3e002ec9-daa2-4f7e-93ba-877cd8a2f269}	group_object
data\source\maps_source\城市\杨洲\yz_中心桥001_002_hd.mesh	1024_昼夜循环	45315.7265625,412.69403076171875,101468.1484375	0	{40b2b81a-ab26-44d4-b573-0208e3063f4f}	group_object
data\source\maps_source\小物件\室内\xwj_cy布帘002_hd.mesh	1024_昼夜循环	-32245.341637661448,982.1414788194015,8327.194999946263	0	{4361893a-2ce5-4b08-9d63-1cd4532f295a}	group_object
data\source\maps_source\小物件\室内\xwj_cy布帘001_hd.mesh	1024_昼夜循环	-10441.783884506209,417.39434599615834,-37567.40242220231	0	{4361893a-2ce5-4b08-9d63-1cd4532f295a}	group_object
data\source\maps_source\小物件\室内\wj_高级垫子002_hd.mesh	1024_昼夜循环	-173325.7074929231,293.26367937165924,44710.29691233376	0	{4361893a-2ce5-4b08-9d63-1cd4532f295a}	group_object
data\source\maps_source\小物件\武器\xwj_军营物件001_008_hd.mesh	1024_昼夜循环	42999.4618520746,210.53730897291553,-39696.90208419948	0	{4361893a-2ce5-4b08-9d63-1cd4532f295a}	group_object
data\source\maps_source\建筑室内\jz_拜师堂001sw_hd.mesh	1024_昼夜循环	-14467.5432248464,62.329193115234375,-56244.969091706196	0	{4361893a-2ce5-4b08-9d63-1cd4532f295a}	group_object
data\source\maps_source\建筑室内\jz_拜师堂001sn_hd.mesh	1024_昼夜循环	-14467.5432248464,62.329193115234375,-56244.969091706196	0	{4361893a-2ce5-4b08-9d63-1cd4532f295a}	group_object
data\source\maps_source\城市\杨洲\pj_yz高级道路装饰001_004_hd.mesh	1024_昼夜循环	48718.1328125,922.486083984375,100782.8671875	0	{48b10ed9-d086-4468-a9eb-8ae78961018e}	world_object
data\source\maps_source\建筑配套\pj_大围堤002_002_hd.mesh	1024_昼夜循环	40152.375,-1012.02294921875,99970.828125	0	{49a850d5-7d09-43ac-9c23-ffd08e780991}	world_object
data\source\maps_source\石头\st_sl路边石头001_003_hd.mesh	1024_昼夜循环	17515.8828125,233.096923828125,95596.5625	0	{4cbc6109-dc93-4c89-b959-1fad428847c3}	world_object
data\source\maps_source\小物件\路标\wj_路牌001_001_hd.mesh	1024_昼夜循环	12675.8203125,163.73651123046875,77731.0	0	{50956f30-395d-4d68-95d9-a243e21a6e8c}	world_object
data\source\maps_source\亭塔\t_毛草亭003_01_hd.mesh	1024_昼夜循环	36300.875,245.021240234375,57490.328125	0	{55fd1a47-0c12-44d4-a5c8-0a7e0d8b04ff}	world_object
data\source\maps_source\城市\杨洲\yz_扬州摆摊001_005_hd.mesh	1024_昼夜循环	88943.83472254028,554.9096984863281,-40017.98411924101	0	{57dc0c2c-ba90-4edb-ad73-b5715dd93449}	group_object
data\source\maps_source\小物件\货摊\wj_採金铺001_hd.mesh	1024_昼夜循环	39435.375,635.6444702148438,92390.2265625	0	{5de59d5f-eac5-42db-a247-16cde31791a2}	world_object
